ft_equipment_id,ft_facility_code,ft_item_type,ft_library_id,ft_model_name,ft_manu_name,ft_serial_num,ft_power_source,ft_ref_gas_type,fi_cfc_free,fn_dimh_4deg,fn_diml_4deg,fn_dimw_4deg,fn_gross_volume_4deg,fn_net_volume_4deg,fn_dimh_20deg,fn_diml_20deg,fn_dimw_20deg,fn_gross_volume_20deg,fn_net_volume_20deg,fi_supply_year,fi_supply_source,fi_operating_cond,fi_work_status,fn_temp_high,fn_temp_low,fi_food,fi_tagged,fi_installation,ft_comment,fn_temp_monitor,fi_temp_none,fi_temp_dial,fi_temp_stem,fi_temp_30_visual,fi_temp_30_sms,fi_temp_number,ft_work_remarks,fn_not_work_spare_parts,fn_not_work_finance,fn_not_work_fuel,fn_not_work_boarded,fn_days_8,fn_days_2
R-000311,10979,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,,E,Unknown,1,,,,68.7,24,,,,7.75,0,2005,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000188,10983,CREG,E321M,RCW 42 EG,Dometic,7140157,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000476,10986,CREG,E321M,RCW 42 EG,Dometic,0100185,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000477,10986,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,,E,Unknown,1,,,,103,30,,,,0,0,2009,,1,1,,,,0,,,,,,,,,,,,,,,,
R-000673,10987,CREG,E388M,RCW 50 EG,Dometic,6430121,EG,NH3,1,,,,70,24,,,,0,0,2007,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000144,10988,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,072241AB3000192,E,Unknown,1,,,,68.7,24,,,,7.75,0,2005,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000138,10989,CREG,E321M,RCW 42 EG,Dometic,0150198,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000412,10994,CRAC,E394M,RCW 50 AC,Dometic,6430126,E,R134a,1,,,,70,24,,,,9,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000334,10996,IFEK,E3102M,GR 265 EK,Zero,50700183,EK,NH3,1,,,,0,0,,,,215,16,2005,,2,1,,,,0,,,2,,,,,,,,,,,,,
R-000322,11004,CREG,E321M,RCW 42 EG,Dometic,403445,EG,NH3,1,,,,40,10.5,,,,1.6,0,1992,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000534,11005,UREG,E386M,V 110 GE,Sibir,1260305290073,EG,NH3,1,,,,110,17,,,,15,0,2007,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000423,11008,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,9693610,E,Unknown,1,,,,103,30,,,,0,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000309,11009,CREG,E321M,RCW 42 EG,Dometic,6280157,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000531,11010,UREG,E386M,V 110 GE,Sibir,,EG,NH3,1,,,,110,17,,,,15,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000118,11016,CREG,E321M,RCW 42 EG,Dometic,0270852,EG,NH3,1,,,,40,10.5,,,,1.6,0,2002,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000440,11030,CREG,E321M,RCW 42 EG,Dometic,0080474,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000140,11031,CREG,E321M,RCW 42 EG,Dometic,4033936,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000344,11034,CREG,E388M,RCW 50 EG,Dometic,0024,EG,NH3,1,,,,70,24,,,,0,0,2002,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000532,11041,UREK,E3108M,PR 265 EK,Zero,3854JD1014Q,EK,NH3,1,,,,179,37.5,,,,0,32,2004,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000490,11049,UREG,E386M,V 110 GE,Sibir,,EG,NH3,1,,,,110,17,,,,15,0,2010,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000533,11055,UREG,E386M,V 110 GE,Sibir,G261,EG,NH3,1,,,,110,17,,,,15,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000362,11056,CREG,E321M,RCW 42 EG,Dometic,0250732,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000351,11059,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,,E,Unknown,1,,,,68.7,24,,,,7.75,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000435,11063,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,003KR00023,E,Unknown,1,,,,103,30,,,,0,0,2000,,3,1,,,,0,,,2,,,,,,,,,,,,,
R-000411,11066,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,606TRLV00048,E,Unknown,1,,,,103,30,,,,0,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000415,11071,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,8102202416,E,Unknown,1,,,,103,30,,,,0,0,2002,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000344,11076,CREG,E321M,RCW 42 EG,Dometic,4043021,EG,NH3,1,,,,40,10.5,,,,1.6,0,1995,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000113,11086,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,2005,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000098,11090,CREG,E321M,RCW 42 EG,Dometic,6390507,EG,NH3,1,,,,40,10.5,,,,1.6,0,1999,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000431,11092,CREG,E321M,RCW 42 EG,Dometic,0280780,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000396,11093,CREG,E321M,RCW 42 EG,Dometic,0080571,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,4,,,,,,,,,,,,,
R-000508,11094,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,604LPV000143,E,Unknown,1,,,,103,30,,,,0,0,2000,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000486,11095,UREG,E390M,GR 245 G/E,Zero,80800043,EG,NH3,1,,,,107,18,,,,20,0,2008,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000535,11097,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,4ACKC0012,E,Unknown,1,,,,103,30,,,,0,0,2000,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000671,11120,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,2005,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000328,11124,IFEK,E3102M,GR 265 EK,Zero,51600111,EK,NH3,1,,,,0,0,,,,215,16,1999,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000146,11126,CREG,E321M,RCW 42 EG,Dometic,837001,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000002,11128,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,2005,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000433,11129,CREG,E321M,RCW 42 EG,Dometic,0080423,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000434,11129,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,,E,Unknown,1,,,,103,30,,,,0,0,2000,,3,3,,,,0,,,1,,,,,,,,,,,,,
R-000393,11130,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,2005,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000178,11136,CREG,E321M,RCW 42 EG,Dometic,0080525,EG,NH3,1,,,,40,10.5,,,,1.6,0,1984,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000403,11138,CREG,E321M,RCW 42 EG,Dometic,0080586,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000332,11139,CREG,E321M,RCW 42 EG,Dometic,8480164,EG,NH3,1,,,,40,10.5,,,,1.6,0,1993,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000412,11141,CREG,E321M,RCW 42 EG,Dometic,0050542,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000474,11152,CREG,E321M,RCW 42 EG,Dometic,0280793,EG,NH3,1,,,,40,10.5,,,,1.6,0,2004,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000504,11155,UREG,E386M,V 110 GE,Sibir,510010070,EG,NH3,1,,,,110,17,,,,15,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000311,11158,UREG,E384M,V 170 GE,Sibir,9282756,EG,NH3,1,,,,170,55,,,,47,36,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000174,11162,CREG,E321M,RCW 42 EG,Dometic,0080476,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000435,11164,CREG,E321M,RCW 42 EG,Dometic,0290676,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000421,11170,CREG,E321M,RCW 42 EG,Dometic,0050549,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000489,11171,CREG,E321M,RCW 42 EG,Dometic,9205138,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000490,11171,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,,E,Unknown,1,,,,68.7,24,,,,7.75,0,2000,,1,1,,,,0,,,,,,,,,,,,,,,,
R-000491,11171,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,,E,Unknown,1,,,,103,30,,,,0,0,2000,,1,2,,,,0,,,1,,,,,,,,,,,,,
R-000435,11172,CREG,E321M,RCW 42 EG,Dometic,0280796,EG,NH3,1,,,,40,10.5,,,,1.6,0,2005,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000157,11173,CREG,E321M,RCW 42 EG,Dometic,0290671,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000385,11174,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,407200082,E,Unknown,1,,,,68.7,24,,,,7.75,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000492,11175,IFEK,E3102M,GR 265 EK,Zero,30600007,EK,NH3,1,,,,0,0,,,,215,16,2003,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000292,11176,CREG,E321M,RCW 42 EG,Dometic,0060010,EG,NH3,1,,,,40,10.5,,,,1.6,0,1995,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000293,11178,CREG,E321M,RCW 42 EG,Dometic,0280797,EG,NH3,1,,,,40,10.5,,,,1.6,0,2003,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000276,111780,CREG,E321M,RCW 42 EG,Dometic,8350486,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000324,11181,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,SR56DN,E,Unknown,1,,,,68.7,24,,,,7.75,0,2000,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000307,11182,CREG,E321M,RCW 42 EG,Dometic,4033933,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000156,11183,CREK,E322M,RCW 42 EK,Dometic,404506,EK,NH3,1,,,,40,18.2,,,,1.2,0,1995,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000187,11186,CREG,E321M,RCW 42 EG,Dometic,7140164,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000263,11196,CREG,E321M,RCW 42 EG,Dometic,7480433,EG,NH3,1,,,,40,10.5,,,,1.6,0,1998,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000227,11198,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000250,11203,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,502TRCN00027,E,Unknown,1,,,,68.7,24,,,,7.75,0,2008,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000080,11207,CREG,E321M,RCW 42 EG,Dometic,9330842,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,3,3,,,,0,,,3,,,,,,,,,,,,,
R-000081,11207,UREG,E390M,GR 245 G/E,Zero,0,EG,NH3,1,,,,107,18,,,,20,0,2000,,3,1,,,,0,,,1,,,,,,,,,,,,,
R-000124,11214,CREG,E321M,RCW 42 EG,Dometic,0260733,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000140,11221,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,,E,Unknown,1,,,,103,30,,,,0,0,2000,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000307,11229,CREG,E321M,RCW 42 EG,Dometic,6380064,EG,NH3,1,,,,40,10.5,,,,1.6,0,2001,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000241,11235,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,50004069,E,Unknown,1,,,,68.7,24,,,,7.75,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000269,11236,CREG,E388M,RCW 50 EG,Dometic,7420185,EG,NH3,1,,,,70,24,,,,0,0,2009,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000259,11239,CREG,E321M,RCW 42 EG,Dometic,0260714,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000113,11242,CREG,E321M,RCW 42 EG,Dometic,7000200,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000228,11244,CREG,E321M,RCW 42 EG,Dometic,7070199,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000256,11248,CREG,E321M,RCW 42 EG,Dometic,7480459,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000119,11253,CREG,E321M,RCW 42 EG,Dometic,9460286,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,4,,,,,,,,,,,,,
R-000144,11254,UREG,E384M,V 170 GE,Sibir,8500001Z,EG,NH3,1,,,,170,55,,,,47,36,2003,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000279,11255,CREG,E321M,RCW 42 EG,Dometic,7070278,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000258,11256,CREG,E321M,RCW 42 EG,Dometic,7070217,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000152,11258,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,70200028,E,Unknown,1,,,,103,30,,,,0,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000131,11259,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,2217,E,Unknown,1,,,,103,30,,,,0,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000231,11262,CREG,E388M,RCW 50 EG,Dometic,8070010,EG,NH3,1,,,,70,24,,,,0,0,2004,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000258,11263,CREG,E321M,RCW 42 EG,Dometic,2138852,EG,NH3,1,,,,40,10.5,,,,1.6,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000103,11264,CREG,E321M,RCW 42 EG,Dometic,5170191,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000041,11266,CREG,E321M,RCW 42 EG,Dometic,9500182,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,2,,,,0,,,3,,,,,,,,,,,,,
R-000145,11274,CREG,E321M,RCW 42 EG,Dometic,1380811,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,,,,,,,,,,,,,,
R-000246,11276,CREG,E321M,RCW 42 EG,Dometic,6390497,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000058,11278,CREG,E321M,RCW 42 EG,Dometic,8410059,EG,NH3,1,,,,40,10.5,,,,1.6,0,2001,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000104,11281,CREG,E321M,RCW 42 EG,Dometic,9460281,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000303,11282,CREG,E321M,RCW 42 EG,Dometic,7070252,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000108,11283,CREG,E321M,RCW 42 EG,Dometic,92051,EG,NH3,1,,,,40,10.5,,,,1.6,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000114,11284,CREG,E321M,RCW 42 EG,Dometic,6380123,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000299,11288,CREG,E321M,RCW 42 EG,Dometic,92051,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000245,11289,ILR,E3107,TCW 3000,Dometic,0121340,E,R134A,1,,,,278,126.5,,,,0,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000246,11289,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,,E,Unknown,1,,,,68.7,24,,,,7.75,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000259,11293,CREG,E321M,RCW 42 EG,Dometic,1380812,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000112,11296,SPR,E337M,VR50F,BP Solar,,S,R134a,1,,,,44,17.5,,,,5,0,2002,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000245,11300,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,3,3,,,,0,,,3,,,,,,,,,,,,,
R-000239,11302,CREG,E321M,RCW 42 EG,Dometic,0150208,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000274,11303,CREG,E321M,RCW 42 EG,Dometic,9401177,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000346,11304,CREG,E388M,RCW 50 EG,Dometic,6430073,EG,NH3,1,,,,70,24,,,,0,0,2010,,1,3,,,,0,,,1,,,,,,,,,,,,,
R-000347,11304,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,,E,Unknown,1,,,,103,30,,,,0,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000282,11305,CREK,E322M,RCW 42 EK,Dometic,8340713,EK,NH3,1,,,,40,18.2,,,,1.2,0,2010,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000240,11313,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,3854J61001B,E,Unknown,1,,,,68.7,24,,,,7.75,0,2003,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000239,11336,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,50004075,E,Unknown,1,,,,68.7,24,,,,7.75,0,1998,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000285,11359,CREG,E321M,RCW 42 EG,Dometic,7480045,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000064,11365,CREG,E321M,RCW 42 EG,Dometic,0250648,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000118,11366,SPR,E337M,VR50F,BP Solar,,S,R134a,1,,,,44,17.5,,,,5,0,1990,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000343,11368,CREG,E321M,RCW 42 EG,Dometic,1380766,EG,NH3,1,,,,40,10.5,,,,1.6,0,2001,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000082,11373,CREG,E388M,RCW 50 EG,Dometic,6430043,EG,NH3,1,,,,70,24,,,,0,0,2005,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000270,11375,CREG,E321M,RCW 42 EG,Dometic,7480454,EG,NH3,1,,,,40,10.5,,,,1.6,0,1998,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000243,11379,CREG,E321M,RCW 42 EG,Dometic,7450473,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000257,11380,CREG,E321M,RCW 42 EG,Dometic,1380803,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000253,11382,CREG,E321M,RCW 42 EG,Dometic,8350533,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000276,11383,CREG,E388M,RCW 50 EG,Dometic,7420182,EG,NH3,1,,,,70,24,,,,0,0,2008,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000264,11384,CREG,E321M,RCW 42 EG,Dometic,7070228,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000278,11385,ILR,E324M,TCW 1152,Dometic,13110027,E,R134a,1,,,,250,169,,,,0,0,2009,,2,1,,,,0,,,2,,,,,,,,,,,,,
R-000279,11385,CREG,E388M,RCW 50 EG,Dometic,2220910,EG,NH3,1,,,,70,24,,,,0,0,2001,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000280,11385,SPR,E377M,RFVB-134a,Sun Frost,81223,S,R134a,1,,,,56.8,38.7,,,,32.5,0,1998,,3,3,,,,0,,,1,,,,,,,,,,,,,
R-000226,11387,CREG,E388M,RCW 50 EG,Dometic,8430035,EG,NH3,1,,,,70,24,,,,0,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000246,11390,CREG,E321M,RCW 42 EG,Dometic,8430711,EG,NH3,1,,,,40,10.5,,,,1.6,0,2000,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000262,11393,CREG,E388M,RCW 50 EG,Dometic,6430115,EG,NH3,1,,,,70,24,,,,0,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000252,11394,CREG,E321M,RCW 42 EG,Dometic,0250709,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000253,11395,CREG,E321M,RCW 42 EG,Dometic,7070191,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,3,3,,,,0,,,3,,,,,,,,,,,,,
R-000254,11395,CREG,E388M,RCW 50 EG,Dometic,8370616,EG,NH3,1,,,,70,24,,,,0,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000263,11397,CREG,E321M,RCW 42 EG,Dometic,9500173,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,2,2,,,,0,,,3,,,,,,,,,,,,,
R-000101,11398,SPR,E379M,VC-150 F,Dulas,17079428,S,R134a,1,,,,127,85,,,,63,0,2007,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000340,11400,CREG,E321M,RCW 42 EG,Dometic,7140166,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000234,11401,CREG,E388M,RCW 50 EG,Dometic,6430040,EG,NH3,1,,,,70,24,,,,0,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000046,11404,CREG,E321M,RCW 42 EG,Dometic,1380805,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000079,11409,CREG,E321M,RCW 42 EG,Dometic,9500177,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000074,11412,CREG,E321M,RCW 42 EG,Dometic,7070193,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000085,11417,CREG,E321M,RCW 42 EG,Dometic,7480444,EG,NH3,1,,,,40,10.5,,,,1.6,0,2000,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000291,11418,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,1995,,3,2,,,,0,,,,,,,,,,,,,,,,
R-000266,11425,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,70100169,E,Unknown,1,,,,68.7,24,,,,7.75,0,2007,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000271,11430,CREG,E321M,RCW 42 EG,Dometic,8340704,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000037,11432,CREG,E388M,RCW 50 EG,Dometic,7420199,EG,NH3,1,,,,70,24,,,,0,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000247,11433,CREG,E321M,RCW 42 EG,Dometic,9205137,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000251,11434,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,9120016,E,Unknown,1,,,,68.7,24,,,,7.75,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000149,11436,CREG,E321M,RCW 42 EG,Dometic,915034,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000150,11437,CREG,E321M,RCW 42 EG,Dometic,0150205,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000153,11440,CREG,E321M,RCW 42 EG,Dometic,1380808,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000275,11444,CREG,E321M,RCW 42 EG,Dometic,1380782,EG,NH3,1,,,,40,10.5,,,,1.6,0,2002,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000302,11447,CREG,E321M,RCW 42 EG,Dometic,7070227,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000122,11448,CREG,E321M,RCW 42 EG,Dometic,8390510,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000230,11452,CREG,E321M,RCW 42 EG,Dometic,9205127,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
